,type,label,alias
5405,Referenceable Experience,Conveyancing,settlements-manager
5406,Referenceable Experience,Team Leadership,settlements-manager
5407,Observable Attributes,Communication Skills,settlements-manager
5408,Observable Attributes,Organised,settlements-manager
5409,Referenceable Experience,Working with Children,settlements-manager
5410,Referenceable Experience,Microsoft Products,settlements-manager
5411,Referenceable Experience,Customer Service,settlements-manager
5412,Referenceable Experience,Microsoft Office,settlements-manager
5413,Observable Attributes,Computer Literacy,settlements-manager
5414,Observable Attributes,Resilience,settlements-manager
5415,Observable Attributes,Team Work,settlements-manager
5416,Observable Attributes,Time Management,settlements-manager
5417,Referenceable Experience,Lending,credit-analyst
5418,Referenceable Experience,Credit Analysis,credit-analyst
5419,Referenceable Experience,Asset Finance,credit-analyst
5420,Referenceable Experience,Commercial Lending,credit-analyst
5421,Referenceable Experience,Credit Risk,credit-analyst
5422,Referenceable Experience,Financial Statements,credit-analyst
5423,Referenceable Experience,Credit Assessment,credit-analyst
5424,Referenceable Experience,Finance Industry,credit-analyst
5425,Referenceable Experience,Commerce,credit-analyst
5426,Referenceable Experience,Underwriting,credit-analyst
5427,Referenceable Experience,Business Lending,credit-analyst
5428,Referenceable Experience,Loan Processing,credit-analyst
5429,Referenceable Experience,Mortgage Broking,credit-analyst
5430,Referenceable Experience,Analysis,credit-analyst
5431,Referenceable Experience,Customer Service,credit-analyst
5432,Referenceable Experience,Financial Modelling,credit-analyst
5433,Observable Attributes,Thoroughness,credit-analyst
5434,Observable Attributes,Communication Skills,credit-analyst
5435,Observable Attributes,Written Communication,credit-analyst
5436,Observable Attributes,Problem Solving,credit-analyst
5437,Referenceable Experience,Lending,loans-officer
5438,Referenceable Experience,Deal Sourcing,loans-officer
5439,Referenceable Experience,Loan Processing,loans-officer
5440,Referenceable Experience,Credit Assessment,loans-officer
5441,Referenceable Experience,Client Care,loans-officer
5442,Referenceable Experience,Financial Applications,loans-officer
5443,Observable Attributes,Numeracy,loans-officer
5444,Referenceable Experience,Consumer Lending,loans-officer
5445,Referenceable Experience,Mortgage Broking,loans-officer
5446,Referenceable Experience,Insolvency,loans-officer
5447,Referenceable Experience,Textile Industry,loans-officer
5448,Observable Attributes,Customer Oriented,loans-officer
5449,Referenceable Experience,Debt Collection,loans-officer
5450,Observable Attributes,Self Motivation,loans-officer
5451,Observable Attributes,Time Management,loans-officer
5452,Observable Attributes,Empathy,loans-officer
5453,Referenceable Experience,Analysis,loans-officer
5454,Verifiable Attainments,NSW Drivers Licence,loans-officer
5455,Referenceable Experience,Funding,loans-officer
5456,Observable Attributes,Judgement and Decision Making,loans-officer
5457,Referenceable Experience,Compliance Management,compliance-specialist
5458,Referenceable Experience,Information Security,compliance-specialist
5459,Observable Attributes,Communication Skills,compliance-specialist
5460,Referenceable Experience,Cybersecurity,compliance-specialist
5461,Observable Attributes,Problem Solving,compliance-specialist
5462,Observable Attributes,Critical Thinking,compliance-specialist
5463,Referenceable Experience,Commerce,compliance-specialist
5464,Referenceable Experience,Analysis,compliance-specialist
5465,Observable Attributes,Organised,compliance-specialist
5466,Referenceable Experience,Microsoft Office,compliance-specialist
5467,Observable Attributes,Time Management,compliance-specialist
5468,Observable Attributes,Thoroughness,compliance-specialist
5469,Observable Attributes,Autonomy,compliance-specialist
5470,Referenceable Experience,Financial Technology,solutions-associate
5471,Referenceable Experience,Mathematics,solutions-associate
5472,Observable Attributes,Creative Thinking,solutions-associate
5473,Referenceable Experience,Computer Science,solutions-associate
5474,Referenceable Experience,Financial Accounting,solutions-associate
5475,Observable Attributes,Problem Solving,solutions-associate
5476,Observable Attributes,Interpersonal Sensitivity,solutions-associate
5477,Referenceable Experience,Commerce,solutions-associate
5478,Observable Attributes,Thoroughness,solutions-associate
5479,Referenceable Experience,Microsoft Office,solutions-associate
5480,Referenceable Experience,Mortgage Broking,finance-broker
5481,Referenceable Experience,Lending,finance-broker
5482,Referenceable Experience,Asset Finance,finance-broker
5483,Referenceable Experience,Finance Broking,finance-broker
5484,Referenceable Experience,Finance Industry,finance-broker
5485,Referenceable Experience,Credit Assessment,finance-broker
5486,Referenceable Experience,Typing Speed,finance-broker
5487,Referenceable Experience,Consumer Lending,finance-broker
5488,Referenceable Experience,Customer Service,finance-broker
5489,Observable Attributes,Willingness to Learn,finance-broker
5490,Observable Attributes,Computer Literacy,finance-broker
5491,Observable Attributes,Ethical Standards,finance-broker
5492,Observable Attributes,Results Focused,finance-broker
5493,Observable Attributes,Self Motivation,finance-broker
5494,Referenceable Experience,Accreditation,finance-broker
5495,Observable Attributes,Neat Personal Presentation,finance-broker
5496,Observable Attributes,Communication Skills,finance-broker
5497,Observable Attributes,Thoroughness,finance-broker
5498,Referenceable Experience,Conflict Resolution,finance-broker
5499,Observable Attributes,Autonomy,finance-broker
5500,Referenceable Experience,Professional Scepticism,assurance-manager
5501,Referenceable Experience,Public Practice Accounting,assurance-manager
5502,Referenceable Experience,Commerce,assurance-manager
5503,Referenceable Experience,Accounting Principles,assurance-manager
5504,Referenceable Experience,Systems Engineering,assurance-manager
5505,Referenceable Experience,Report Writing,assurance-manager
5506,Referenceable Experience,Team Leadership,assurance-manager
5507,Referenceable Experience,Leadership,assurance-manager
5508,Referenceable Experience,Cybersecurity,assurance-manager
5509,Observable Attributes,Strategic Thinking,assurance-manager
5510,Observable Attributes,Resilience,assurance-manager
5511,Observable Attributes,Problem Solving,assurance-manager
5512,Referenceable Experience,Analysis,assurance-manager
5513,Observable Attributes,Communication Skills,assurance-manager
5514,Observable Attributes,Prioritisation,assurance-manager
5515,Observable Attributes,Time Management,assurance-manager
5516,Observable Attributes,Organised,assurance-manager
5517,Referenceable Experience,Anti Money Laundering & Counter Terrorism Financing,anti-money-laundering-analyst
5518,Referenceable Experience,Financial Crime,anti-money-laundering-analyst
5519,Referenceable Experience,Fraud Risk Management,anti-money-laundering-analyst
5520,Referenceable Experience,Customer Due Diligence,anti-money-laundering-analyst
5521,Referenceable Experience,Anti Money Laundering,anti-money-laundering-analyst
5522,Referenceable Experience,Global Banking,anti-money-laundering-analyst
5523,Referenceable Experience,Enhanced Customer Due Diligence,anti-money-laundering-analyst
5524,Referenceable Experience,Statutory Compliance,anti-money-laundering-analyst
5525,Referenceable Experience,Criminology,anti-money-laundering-analyst
5526,Referenceable Experience,Record Management System,anti-money-laundering-analyst
5527,Referenceable Experience,Retail Banking,anti-money-laundering-analyst
5528,Observable Attributes,Analytical Thinking,anti-money-laundering-analyst
5529,Observable Attributes,Logical Thinking,anti-money-laundering-analyst
5530,Observable Attributes,Critical Thinking,anti-money-laundering-analyst
5531,Observable Attributes,Adaptability,anti-money-laundering-analyst
5532,Referenceable Experience,Analysis,anti-money-laundering-analyst
5533,Observable Attributes,Thoroughness,anti-money-laundering-analyst
5534,Referenceable Experience,Microsoft Office,anti-money-laundering-analyst
5535,Observable Attributes,Communication Skills,anti-money-laundering-analyst
5536,Observable Attributes,Autonomy,anti-money-laundering-analyst
5537,Referenceable Experience,Corporate Finance,mergers-and-acquisitions-manager
5538,Referenceable Experience,Transaction Service,mergers-and-acquisitions-manager
5539,Referenceable Experience,Private Equity,mergers-and-acquisitions-manager
5540,Referenceable Experience,Corporate Advisory,mergers-and-acquisitions-manager
5541,Referenceable Experience,Financial Modelling,mergers-and-acquisitions-manager
5542,Referenceable Experience,Mergers and Acquisitions,mergers-and-acquisitions-manager
5543,Verifiable Attainments,Cfa Qualification,mergers-and-acquisitions-manager
5544,Referenceable Experience,Tax Advisory,mergers-and-acquisitions-manager
5545,Referenceable Experience,Investment Banking,mergers-and-acquisitions-manager
5546,Referenceable Experience,Financial Due Diligence,mergers-and-acquisitions-manager
5547,Referenceable Experience,Commerce,mergers-and-acquisitions-manager
5548,Verifiable Attainments,Cta Qualification,mergers-and-acquisitions-manager
5549,Referenceable Experience,Technical Accounting,mergers-and-acquisitions-manager
5550,Referenceable Experience,Business Law,mergers-and-acquisitions-manager
5551,Referenceable Experience,Valuation,mergers-and-acquisitions-manager
5552,Observable Attributes,Commercial Acumen,mergers-and-acquisitions-manager
5553,Referenceable Experience,Corporate Development,mergers-and-acquisitions-manager
5554,Referenceable Experience,Accreditation,mergers-and-acquisitions-manager
5555,Referenceable Experience,Analysis,mergers-and-acquisitions-manager
5556,Referenceable Experience,Sourcing,mergers-and-acquisitions-manager
5557,Referenceable Experience,Complaint Management,complaints-manager
5558,Referenceable Experience,Complaint Handling,complaints-manager
5559,Referenceable Experience,Mediation,complaints-manager
